Name,Team,PA,BB%+,K%+,AVG+,OBP+,SLG+,wRC+,ISO+,BABIP+,LD%+,GB%+,FB%+,Pull%+,Cent%+,Oppo%+,NameASCII,PlayerId,MLBAMID
"Jung Hoo Lee","SFG",91,48.88564698714109,55.189130383891424,117.29638192247056,106.10992994155717,127.51915335777441,135.35730052291308,143.29418506280768,99.42029209599404,97.95263816897028,114.10953899730893,85.606983158807,84.27709790308636,139.12249630011587,68.73059195207362,"Jung Hoo Lee",33824,808982
"Wilyer Abreu","BOS",100,135.55055138828388,89.37778636070028,92.83596006509744,101.37426540272727,145.6936530599509,134.3697888764764,227.8595571628981,60.193195713184814,62.118710259070184,65.28334668769904,154.4295804592155,68.16911672682048,128.1545791847272,114.51173957412573,"Wilyer Abreu",23772,677800
"Luke Keaschall","MIN",82,137.754624816028,65.39838007863162,117.77696443525683,125.15341395228765,101.84798458389805,131.4459376794575,77.08681519478291,109.90831639851383,83.61067442667894,104.14248164399598,103.64807633759831,126.51885943159698,75.31891913953814,89.73434543426919,"Luke Keaschall",33321,807712
"Cole Carrigg","COL",81,137.30228296722726,78.91240465782167,127.48999617294037,126.90088407510409,112.52188415774182,126.8473729404696,89.42419063122816,130.96363924444668,139.29628444455525,86.54541658213041,94.68651159279948,109.86121694014159,70.52737672980489,126.92658450303493,"Cole Carrigg",33253,694249
"Tyler Soderstrom","ATH",97,81.51665410255696,124.3917643153045,107.32956968834984,101.24362818843773,127.78679720241382,126.06685751725696,159.58703028042854,110.24858987037358,83.91035433419134,121.49956207999475,85.47695500286595,104.68415290740565,110.7917006665286,75.62289587675009,"Tyler Soderstrom",27467,691016
"Carson Benge","NYM",86,77.59175437885054,106.17782008262589,121.1681780065648,112.27911204529215,108.68591073069108,125.07648240692157,89.42419063122816,128.6250031049923,96.8669564710531,131.31028723626682,67.34170000247276,89.10123521453006,82.68726919160311,144.1762422167298,"Carson Benge",35177,701807
"Kyle Stowers","MIA",94,118.31366867915743,140.85504448906917,102.63433428357422,106.03710218169095,118.62246806806344,124.2682989252865,143.29418443683838,116.62000281519302,122.95906584814418,48.48146013235087,144.6599483752719,91.14412071706428,104.4850024581889,108.39917466032978,"Kyle Stowers",26151,669065
"Chase DeLauter","CLE",96,176.498113786828,79.13658152457373,114.21266178660399,122.09791059286965,94.77520802411101,122.77763358279655,64.56020776598082,116.3735116656079,113.80341847543932,117.70270076499489,74.91953356997188,90.14468742614305,98.38533840150062,119.87947755314205,"Chase DeLauter",32127,800050
"Jackson Chourio","MIL",102,130.84099827784115,107.42697085878523,109.3887607194068,112.98928993235087,107.8598116968853,117.81041983864343,105.50044961407852,112.45901895074735,102.1506088650755,113.50764249627873,84.12532388848439,64.36177133051764,160.58541156583817,70.75726343386995,"Jackson Chourio",28806,694192
"Daylen Lile","WSN",85,52.33639908870678,118.16966808163313,101.4124970479412,91.61293777456869,126.14758110688946,116.85853187908961,164.3169501205648,97.0754737243904,88.06086965843546,73.8620365555251,134.68340026533343,110.31581516813577,77.82331198119621,115.34099343889494,"Daylen Lile",29995,695734
"Jake McCarthy","COL",96,11.584879395512353,71.3382230320922,130.85483483514187,103.82799606144879,127.04083692846899,116.3081018130434,121.15535486702768,121.85526579257161,179.45377215108425,86.83779969238762,73.89386539122874,105.91177561964113,89.27516036033845,105.85091166849641,"Jake McCarthy",21622,664983
"Kyle Tucker","LAD",78,128.3248257045609,52.68053375578937,96.87163891062293,103.82799606144879,110.2126664129418,115.08013064672555,130.7995623597693,74.83636538054097,86.56831238110084,76.6440342380646,132.40063077813755,91.76204682157082,95.63034108947315,120.47269051040792,"Kyle Tucker",18345,663656
"Wyatt Langford","TEX",97,116.45236316502248,115.17755940224488,92.83596006509744,101.24362818843773,110.01357464092459,114.37020846504645,136.71573416861847,93.5144288112746,147.40252280429712,60.74978103999737,117.76824909262771,124.19934696020655,66.78277506197828,106.55953560279295,"Wyatt Langford",33333,694671
"Michael Harris II","ATL",100,22.24296986293379,68.48469411080849,112.91288312292164,90.3303566637908,126.87712444377064,114.19879694873238,148.42571828324353,99.86076173062692,93.43043480053775,107.39019693700322,95.26386839779578,85.98294761325354,98.56838183366364,125.93707900443398,"Michael Harris II",25931,671739
"Dylan Crews","WSN",90,123.57205467050454,126.82350725750251,94.82726965608332,107.28892923234869,102.29262184970092,113.39616047400145,113.81260625792675,105.00000219868757,58.93304337956161,82.38457935400871,140.208873060678,99.38214690379799,113.92883909405369,80.40598115584717,"Dylan Crews",33541,686611
"Esmerlyn Valdez","PIT",92,278.03712328667234,173.69306449588078,60.54477421772684,115.11364780048706,91.8438885954043,113.24699378786616,140.14238815318578,70.96551870609919,108.3415547949888,50.48482639907604,149.92031008702946,104.40144741156259,102.58527506382833,88.69023385100718,"Esmerlyn Valdez",29005,699013
"Julio Rodríguez","SEA",88,89.85358458442808,86.33081628987841,106.4919921714347,100.79827520079459,106.9258757000688,110.24934979859678,107.60034649183538,94.67675511136076,132.12551028861824,80.99970797233011,104.14879168710091,122.10074041557849,81.77482651888813,87.95390225346021,"Julio Rodriguez",23697,677594
"Randy Arozarena","SEA",95,95.12319359997846,75.26550402150195,98.88542142070902,103.37507312245735,96.27957616474718,109.4407617898938,92.22886768374225,91.30844751787434,107.10909925194834,114.3525289449953,81.64605496686393,91.91223027443071,105.22496062151603,106.55953560279295,"Randy Arozarena",19290,668227
"Braden Montgomery","CHW",88,141.19849102946236,106.6439493505426,99.6765048319453,111.59809037825153,90.98419970314659,106.72363300020741,77.47224931917698,111.9820581646563,77.07321455179573,139.49949718495697,70.10014817328391,89.03178996147987,111.30462500789315,102.61288582029087,"Braden Montgomery",35423,695731
"Andy Pages","LAD",97,91.72358616933951,108.25759203695446,110.63181466637222,105.96877941475033,97.89723571325247,106.41221716515003,78.24616672407848,119.77778059842139,110.00834781209936,102.52303194747756,92.13725929852069,109.79361010495118,82.4627788588151,109.35213432177882,"Andy Pages",24816,681624
"Mike Trout","LAA",93,182.19160067244877,134.54720490897293,98.36497176433582,115.81737283884945,89.78703895460643,104.37621764676378,76.45287720986018,118.84954362814733,116.78951352617408,89.26498419685396,103.0042995678209,73.58749970422862,105.13906270802931,139.17980149926305,"Mike Trout",10155,545361
"Jake Mangum","PIT",96,57.924400314007244,104.62939347602544,115.24147388123774,103.82799606144879,97.89723571325247,100.71005795513615,71.13287844172721,121.36923340883887,127.68826108134436,107.84370288286553,77.3026599903386,66.11349648340946,96.84356205148347,162.2520694905417,"Jake Mangum",26202,663968
"Mickey Moniak","COL",75,59.3145859304406,109.5755105772936,107.37793790759068,91.36863652161557,126.6905404795865,98.45145734324161,156.49233344815693,98.0000021207084,86.73164865091086,89.81128138126739,117.91150503183194,111.43658527382448,111.77923856402006,63.11110974373078,"Mickey Moniak",19956,666160
"Lawrence Butler","ATH",81,111.56423971418378,99.30865141258053,99.44252212790894,98.99830605735085,103.22933450451892,98.36614074831476,109.11584442977143,100.70784657327442,67.43906247269916,103.49962673203336,112.16023727914268,78.67172714271054,124.89246252791052,100.74719714219036,"Lawrence Butler",22542,671732
"Teoscar Hernández","LAD",76,43.90059817954858,108.13372742323327,105.58013366842371,90.16641765690166,107.89769707686818,97.97778248918016,111.47399108657083,105.53846384868596,46.43209447434973,112.50904158056952,113.62381401551454,93.96130252275285,107.71453877470331,98.8262604812683,"Teoscar Hernandez",13066,606192
"Henry Bolte","ATH",77,58.67989130497243,139.29005635842753,106.79625511775299,100.0403932727793,97.48307092998996,95.9853859300007,83.00598104448844,126.95292172181209,104.04883974897308,124.19955232143916,72.90415408002643,56.26051409227072,146.15075389414102,108.82675936552305,"Henry Bolte",31448,703607
"Ian Happ","CHC",93,143.50303130201488,142.36961454572435,81.12999763835296,97.1294154593823,92.3031081269923,94.60293814484356,109.54463341370986,92.89583546149443,60.08859302942425,107.33328640186754,112.32419531625322,130.28247839331735,82.97338437141107,73.7843121391591,"Ian Happ",17919,664023
"Corbin Carroll","ARI",105,105.91890384441125,95.6611597886431,80.23845887735513,91.96193938651088,102.78441330208477,93.50623231681044,137.57567789419718,76.79104662472673,102.1506088650755,84.99996282934231,115.31464445412749,94.92009135162766,92.69312354082385,119.4603147526015,"Corbin Carroll",25878,682998
"Sam Antonacci","CHW",82,82.65277443778163,65.39838007863162,92.29305993728593,97.77610465022474,87.75482218838417,88.1594074808254,80.70025970747604,84.27047392863463,69.36589299256732,145.79947449599368,67.2961422665414,106.40028660103292,107.91595976235149,76.86261548128698,"Sam Antonacci",35101,803011
"Riley Greene","DET",91,124.13054055890514,122.77168423728423,85.1935938202115,93.99399585802483,100.4455195051311,86.87051763306386,124.15424550516248,87.28013383648604,104.04883974897308,92.78148357136034,105.53258695411492,78.67172714271054,109.28090456881576,123.99655013212436,"Riley Greene",25976,682985
"Dane Myers","CIN",69,112.82665832207412,132.33757294924249,108.17332991403725,108.34225657017372,73.84248650159384,81.48180484523566,20.86564487706715,133.8536616172115,91.67362309162397,115.94866724779003,86.79596902516316,54.01956425387851,130.7336738968906,132.57181273874747,"Dane Myers",22054,667472
"JJ Bleday","CIN",89,174.94470591239616,128.24849065953285,70.31266448468924,94.49514241639501,85.32909534885847,79.82733508558802,108.5013509820657,67.10869695899598,81.7204870920604,71.39996880520752,140.6094699613738,93.51386794922185,124.1281830444566,75.25999848228895,"JJ Bleday",26368,668709
"Isaac Collins","KCR",79,100.09006853240993,84.85232850101077,92.29305993728593,92.23133307783847,91.26501510624759,79.67029132972192,89.66695530226248,93.5144288112746,83.61067442667894,99.80321153499631,108.15451448312179,80.12861096533189,80.3401805299921,164.51296712677134,"Isaac Collins",25477,686555
"Dylan Beavers","BAL",72,94.1323269764456,124.13581404228123,102.23231258425383,101.19826827338328,73.87605951026073,79.22219737381612,29.79701886959083,124.1317457068243,138.73178598513465,91.79966893810781,89.72818977284204,106.83814795377585,95.40396441514211,94.71958710776302,"Dylan Beavers",31695,687637
"José Fermín","STL",76,160.9688607331105,36.04457565555621,79.7999974842185,101.02183400573396,68.59684523873037,78.44612745361044,51.30896171444842,68.6000016559959,118.56767093114075,97.74995712284372,92.9956811541865,142.472651896583,98.98579162432033,29.341129763188682,"Jose Fermin",21746,665877
"Tim Tawa","ARI",93,47.83434302590596,103.09523816654844,99.05406667649372,84.64238804278695,94.44969197968011,75.1823749847715,87.3445583783116,96.46875232874422,85.12550704706088,100.96965279815208,106.52232570464184,104.94977434331312,107.86539965462345,79.93300467805199,"Tim Tawa",29571,694374
"Tommy Edman","LAD",83,26.79875826803249,104.5147939282882,89.55908798598703,86.31483995666959,86.3093996472255,74.12658916243521,81.29471875566196,91.87500192385161,70.44869552244715,114.89650136148346,98.76782670501177,110.31581516813577,102.14309718690218,79.29693309376805,"Tommy Edman",19470,669242
"Jo Adell","- - -",84,94.13232685541834,164.92329601609111,73.96087671940772,86.74137273787255,86.55270123954945,73.86066033021147,106.12636878003374,87.28013383648604,108.88832057074036,73.46485135460196,123.24584218518831,95.03625953379265,106.49744868939747,99.12514920960913,"Jo Adell",20220,666176
"Jordan Walker","STL",97,57.327241077800075,112.96444370584304,101.4124970479412,89.91290364202078,80.26357215591942,72.17390036614148,47.62810115762899,112.6268680627992,82.62181554314661,101.4999555984617,107.21854984972488,108.56873199443113,107.86539965462345,73.7843121391591,"Jordan Walker",27475,691023
"Taylor Ward","- - -",90,150.61172325016977,84.41235354179962,76.506089092963,98.5583134944664,66.50891782519528,71.18185826044662,50.968585078405916,78.25115445001366,105.81237937928223,94.72847196542021,102.65513245919644,89.63539529270491,72.7657355223606,158.9362563189163,"Taylor Ward",17548,621493
"Mauricio Dubón","ATL",89,37.488151266942026,35.9095772568311,112.40903257428843,93.08716875378829,80.07016588440742,71.04346586572844,30.16719675649068,102.4545476872406,92.8641894594525,95.81813981285865,108.21315614325479,73.50714141429779,117.2403143989623,119.4603147526015,"Mauricio Dubon",16530,643289
"A.J. Ewing","NYM",103,86.38046447215105,115.24932320995183,93.61153542452264,91.61293777456868,75.73588342097256,70.86932042284253,48.15148726296902,107.50746500021744,121.97087618057476,110.11935483462854,77.72773335432393,97.71185879498802,103.71673025268171,98.37908271284176,"A.J. Ewing",33656,805999
"James Wood","WSN",81,151.03251126395,135.27840798483714,77.55073279804327,92.29155205462115,79.63405388212036,70.42578063665204,82.84888230326497,85.75000206999485,88.82661616014028,134.52168028520265,67.92728011797064,106.99527208192178,98.12504561510204,90.89371782834897,"James Wood",29518,695578
"Kody Clemens","MIN",88,38.50867926898174,96.48738259676605,79.10833697043971,71.99876795531118,102.29704973822736,69.62967520047295,138.34330217121544,68.67944941027598,73.1593404484967,98.71839418999573,114.3508670278518,125.74028192976986,74.8554181541605,91.8051382015454,"Kody Clemens",20572,665019
"Leody Taveras","BAL",72,109.8210483274512,111.72223295087535,72.51597548701662,81.46146322479233,84.24462927052072,66.60700063509314,102.47652043767171,73.0717397531508,86.70736611064808,98.35678816532975,108.15451448312179,102.29184367300903,79.16499163303226,126.96455287726897,"Leody Taveras",18900,665750
"Jasson Domínguez","NYY",72,47.066162923428834,111.72223295087535,91.61443446603244,83.59856927794553,81.76684594518163,64.8151518856271,66.45903710234398,99.74872413518368,72.83418782428116,87.4796846975962,126.18026706521579,105.76976658000785,108.76051954202251,76.7228656340109,"Jasson Dominguez",28080,691176
"Nathan Church","STL",79,70.38914486838766,69.35158889206045,98.51499678458573,91.84784249004088,70.32617744475013,64.60425529668942,26.82725725196538,93.01695116541813,145.92944087099855,76.49996647500811,102.2952490873336,96.82195105079896,92.49492017189057,116.52276607372971,"Nathan Church",31357,701675
"Heriberto Hernández","MIA",88,63.19025438248587,171.21173527702126,83.0849372964958,77.87099712395761,88.9668511741184,64.5311007162133,98.04338961508702,102.17021508637684,51.07530443253775,123.7599459290264,98.9474047876334,132.88812813836788,95.91723235253465,50.17333232152596,"Heriberto Hernandez",24878,681715
"Bryan Reynolds","PIT",100,111.21484931466894,150.66632704377872,85.63721968430033,90.3303566637908,76.57739338171122,64.34500104120738,62.596933379262786,110.25000251442196,89.60579699917,104.38591925157827,100.50059574075607,99.29912086222839,94.03650221237002,110.02923723912419,"Bryan Reynolds",19326,668804
"Daulton Varsho","- - -",86,91.94320256788272,83.1421265925403,89.37239349934593,88.40778955119778,73.58075208048757,62.76490167226975,49.03306894418717,90.09562196845002,67.12828330624518,105.8221991682537,109.89894221341167,125.91638867125421,90.86091838612147,67.656847643192,"Daulton Varsho",19918,662139
"Garrett Mitchell","MIL",89,162.44865549008213,128.24849065953285,71.26283548933031,97.99496249435471,56.54604804232437,61.36768493033248,33.836180171170724,91.00000204272922,125.08237810832148,140.85708115125306,42.51231136989166,70.31117873341141,120.90407423274581,119.4603147526015,"Garrett Mitchell",27555,669003
"Jarren Duran","BOS",95,47.56159679998923,98.78597413994356,95.47557914521883,80.8837220992194,95.86457802212563,59.95611401470157,96.46927574211313,89.92498617597684,85.41322641112991,119.68613567511458,86.6312281117278,99.5884165163907,106.30727461766052,91.33674468061162,"Jarren Duran",24617,680776
"Heliot Ramos","- - -",92,72.91054141374383,138.21825724180331,83.3179198798376,88.37442633453028,65.5600569609391,59.36757752883904,38.18207397415935,101.85631821977037,84.44060273810392,151.9089544396492,52.077581372488964,89.07216991468911,97.67977789544891,122.07561355165547,"Heliot Ramos",22515,671218
"Nathan Lukes","TOR",85,66.44634825462255,63.09020187408906,88.2552386532849,81.99389100411399,72.6609928184851,53.45232194320641,48.42015582448561,83.37206809020749,56.02629796620106,142.06102628245594,77.64939494234473,88.37714433746957,96.80696395497034,125.36415950762473,"Nathan Lukes",18123,664770
"Lars Nootbaar","- - -",87,166.18310812021113,89.21377756945026,71.26283570860056,93.08716883255438,53.219810051323954,51.67047420991304,25.377135136837094,78.22807203978478,71.68463767460487,121.08766634469114,91.3641779760429,82.02970866262727,128.68152944717826,88.02338993507091,"Lars Nootbaar",21454,663457
"Trent Grisham","NYY",87,90.88638490062084,77.04981578195999,57.82919570463129,66.30584201236837,73.58075209328423,38.81463981296378,98.06613826429457,45.786299374103635,81.28815605388522,98.71839418999573,110.40773368206382,127.70497385370267,93.91327756506878,59.939738776571026,"Trent Grisham",18564,663757
"Brandon Marsh","PHI",92,84.61999346351845,104.21583860621553,67.6083310948608,71.09960589364425,55.67489056939695,17.77639070449506,37.26007969049896,70.77777936656719,129.7150583817477,94.44440298504708,90.92911044451208,99.9737075115036,83.7512598666433,124.12673360794184,"Brandon Marsh",20202,669016
"Tristan Peters","CHW",71,111.36782357645838,88.11894403492514,47.659530849093855,71.39032753422849,37.2886062824182,12.019518499583054,21.167281075993202,50.913411288243346,69.36589299256732,86.39968845521896,128.9842729719583,125.20095467840342,41.73923437795994,142.07938066164454,"Tristan Peters",30063,671976
