Name,Team,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA-,FIP-,xFIP-,ERA,FIP,E-F,xFIP,SIERA,NameASCII,PlayerId,MLBAMID
"Jason Foley","SFG",5.2500008800999804,3.750000628642843,1.4,0.7500001257285687,0.12844037,0.09174312,0.03669725,0.2727272727272727,1.5416669251087245,0.30120481927710846,0.64327485,110.39181443308001,104.90052831312471,114.34143856678416,4.500000754371412,4.262728759522272,0.23727199484913974,4.812785755045365,4.774254507139,"Jason Foley",19531,671345
"Carson Seymour","SFG",6.750001156702836,4.973685062833669,1.35714286,1.7763160938691673,0.17431193,0.12844037,0.04587156,0.2127659574468085,1.3421054931455931,0.21428571428571427,0.82142857,78.4362894946496,146.177909415629,111.22482657212156,3.197368968964501,5.9381676474685,-2.740798678503999,4.681735314169716,4.752239508863888,"Carson Seymour",30084,693313
"Sean Newcomb","CHW",6.4125011132007534,3.712500644484647,1.72727273,1.0125001757685401,0.16101695,0.09322034,0.06779661,0.27884615384615385,1.500000260397837,0.3170731707317073,0.67010309,122.60959782588606,112.16540761612974,124.95774919517275,5.0625008788427,4.708562177205508,0.3539387016371922,5.168436920168535,4.75065700259888,"Sean Newcomb",16943,656794
"Braydon Fisher","TOR",8.608697213838424,5.869566282162562,1.46666667,0.782608837621675,0.22222222,0.15151515,0.07070707,0.24096385542168675,1.5217394064865901,0.3050847457627119,0.75301205,75.90387006130568,105.35976176053856,115.52020274515743,3.1304353504867,4.400409959980624,-1.2699746094939237,4.777720079645055,4.744088546491924,"Braydon Fisher",24609,680755
"Zach Agnos","COL",5.7000003737211475,3.0000001966953405,1.9,0.6000000393390681,0.14285714,0.07518797,0.06766917,0.2809917355371901,1.4666667628288332,0.32,0.625,114.43205645048458,88.82127912424174,118.54315210392103,5.400000354051613,3.896061949729923,1.5039384043216901,4.989463638727382,4.64613826166699,"Zach Agnos",31552,688642
"Orion Kerkering","PHI",9.428573730041132,6.000001464571629,1.57142857,0.8571430663673756,0.2,0.12727273,0.07272727,0.29347826086956524,1.9523814289479111,0.36764705882352944,0.47393365,217.7980020756817,111.30048857936204,127.5260898308797,9.428573730041132,4.810348030012584,4.618225700028548,5.36718725382368,4.630594171956749,"Orion Kerkering",31776,689147
"Andrew Morris","MIN",7.012987772999095,4.558442052449411,1.53846154,0.7012987772999095,0.17094017,0.11111111,0.05982906,0.25,1.5194806841498039,0.2926829268292683,0.55248619,134.95129274025794,99.46183422963777,109.43240379312003,5.610390218399276,4.07008797686104,1.5403022415382361,4.52568364359887,4.599031471424845,"Andrew Morris",31891,702193
"Jacob Waguespack","DET",6.750001049833536,4.21875065614596,1.6,1.125000174972256,0.19354839,0.12096774,0.07258065,0.14814814814814814,0.9687501506705537,0.15,0.83333333,60.67008936095567,112.95793364353611,111.31942888085786,2.531250393687576,4.721062150015535,-2.189811756327959,4.603806965605753,4.59005746590814,"Jacob Waguespack",18318,621097
"Riley O'Brien","STL",9.121622264499559,5.837838249279717,1.5625,1.094594671739947,0.22522523,0.14414414,0.08108108,0.2391304347826087,1.540540649115481,0.296875,0.625,124.18585092398943,120.07949457855514,115.15132743110492,5.108108468119752,4.96092689357552,0.14718157454423242,4.84684077790714,4.581992034710407,"Riley O'Brien",20348,676617
"Ryan Rolison","CHC",5.926831521444848,3.2926841785804712,1.8,0.6585368357160942,0.16363636,0.09090909,0.07272727,0.23,1.2073175321461729,0.2625,0.7615894,80.33889799981854,92.50571797856726,108.96123548898073,3.2926841785804712,3.827769492517937,-0.5350853139374658,4.586553555928452,4.576272850396226,"Ryan Rolison",22200,669020
"Adrian Houser","SFG",5.318182055923082,2.454545564272192,2.16666667,0.8181818547573972,0.14285714,0.06593407,0.07692308,0.24705882352941178,1.227272782136096,0.2714285714285714,0.90909091,50.17809130095823,96.31498779234539,110.50277051084784,2.0454546368934934,3.9142437520352296,-1.8687891151417362,4.651373573494615,4.54946835683014,"Adrian Houser",12718,605288
"Trevor Richards","CHW",7.269231632457785,2.9076926529831137,2.5,1.0384616617796836,0.18716578,0.07486631,0.11229947,0.25,1.3153847715875993,0.2878787878787879,0.66666667,100.6027414162268,95.75913890515993,120.63613451128752,4.153846647118734,4.019138929970884,0.13470771714785013,4.989520965244173,4.444649405369405,"Trevor Richards",19309,670950
"Victor Vodnik","- - -",6.35294192266308,4.129412249731002,1.53846154,0,0.15873016,0.1031746,0.05555556,0.23423423423423423,1.376470749910334,0.2857142857142857,0.58536585,102.66066511984425,77.36473072525001,109.34988188628995,4.447059345864156,3.2725325062406956,1.1745268396234607,4.602895751171022,4.387672911070462,"Victor Vodnik",24614,680767
"George Soriano","STL",11.013159859724631,6.750001204347355,1.63157895,2.1315793276886383,0.25203252,0.15447154,0.09756098,0.27450980392156865,1.8552634889141852,0.3384615384615385,0.78817734,138.191788877413,150.45154032201867,104.17689824749361,5.684211540503036,6.214483506303804,-0.5302719658007682,4.3853769237816085,4.371379221488628,"George Soriano",21863,666277
"José Alvarado","PHI",8.391892838208255,4.743243778117709,1.76923077,0.729729812018109,0.22330097,0.12621359,0.09708738,0.2159090909090909,1.2972974435877496,0.2698412698412698,0.83333333,58.99809969367419,95.06987358318422,110.34563273403677,2.554054342063382,4.1095755250807615,-1.5555211830173796,4.644766085952187,4.359792294294678,"Jose Alvarado",17780,621237
"Justin Bruihl","STL",6.517242966629907,3.1034490317285273,2.1,0.6206898063457055,0.16535433,0.07874016,0.08661417,0.24561403508771928,1.3103451467298226,0.2857142857142857,0.70680628,90.53945378250015,94.11211140236567,113.09358774093215,3.7241388380742326,3.889165538719567,-0.1650267006453343,4.760314866415338,4.335133667394395,"Justin Bruihl",23779,677865
"Andrew Kittredge","BAL",6.55714383423343,1.9285717159510087,3.4,0.7714286863804035,0.16037736,0.04716981,0.11320755,0.2871287128712871,1.4571430742740954,0.32926829268292684,0.60897436,66.56332731254167,82.44581463023678,112.98178512966264,2.7000004023314124,3.3960619419813223,-0.6960615396499099,4.67262894013033,4.310220090336532,"Andrew Kittredge",12828,552640
"Chase Silseth","- - -",10.17391626010196,5.869567073135746,1.73333333,0.7826089430847661,0.24074074,0.13888889,0.10185185,0.25555555555555554,1.6521744354011731,0.3387096774193548,0.78534031,96.28665735799137,104.11009808630787,113.41982147494181,3.913044715423831,4.313453586520802,-0.40040887109697065,4.69076375703093,4.306080181135254,"Chase Silseth",30074,681217
"Ty Madden","DET",7.500000912696234,3.3750004107133056,2.22222222,1.1250001369044351,0.20408163,0.09183673,0.1122449,0.19318181818181818,1.0833334651672337,0.2153846153846154,0.74561404,89.88161082666323,102.99882799174463,113.3946552688161,3.750000456348117,4.30439537765667,-0.5543949213085528,4.689721869650827,4.288639128325795,"Ty Madden",30140,680744
"Elvis Alvarado","ATH",9.467533867311918,5.25974103739551,1.8,1.402597609972136,0.24324324,0.13513514,0.10810811,0.22340425531914893,1.402597609972136,0.2698412698412698,0.89506173,62.70458610140023,114.21692975085045,116.06371180607773,2.805195219944272,5.005153088628795,-2.199957868684523,4.800221493990764,4.288246803367098,"Elvis Alvarado",21662,665660
"Mason Fluharty","TOR",7.941179251408849,3.9705896257044246,2,0.3970589625704425,0.22727273,0.11363636,0.11363636,0.1282051282051282,0.8823532501565389,0.15789473684210525,0.86021505,38.51005822169493,77.32935315737339,110.83888742583683,1.58823585028177,3.228414884801313,-1.640179034519543,4.583912426273864,4.271270658579652,"Mason Fluharty",31553,689254
"Cade Gibson","MIA",7.027399099266212,4.438357325852344,1.58333333,1.109589331463086,0.18095238,0.11428571,0.06666667,0.25,1.438356540785482,0.2857142857142857,0.53459119,130.94040990754516,112.92700449478876,102.48985237167598,5.54794665731543,4.739897943889812,0.8080487134256185,4.314438319238606,4.243814696277294,"Cade Gibson",31815,806188
"Bryan Baker","TBR",7.920000302124035,3.9600001510620175,2,0.7200000274658214,0.21782178,0.10891089,0.10891089,0.1797752808988764,1.080000041198732,0.2153846153846154,0.91269841,25.914889169464256,91.70573814456283,109.4170008794795,1.080000041198732,3.816061924743654,-2.736061883544922,4.52504595902859,4.238163876137096,"Bryan Baker",19804,641329
"Pierce Johnson","CIN",7.200001502037361,3.1500006571413457,2.28571429,0.9000001877546702,0.18181818,0.07954545,0.10227273,0.25925925925925924,1.4000002920628203,0.30158730158730157,0.63492063,126.46287156973874,88.06075229599072,107.04863194718814,5.4000011265280214,3.8460620537400576,1.5539390727879638,4.506130475416185,4.238072320014236,"Pierce Johnson",13435,572955
"Tanner Gordon","COL",6.428571720512559,0.8571428960683413,7.5,1.2857143441025118,0.17857143,0.02380952,0.15476191,0.24390243902439024,1.0476190951946394,0.265625,0.6741573,72.65527247266309,86.864758059738,106.09694236262233,3.428571584273365,3.8103476440014497,-0.3817760597280846,4.466112873017265,4.230184478521238,"Tanner Gordon",27669,685299
"Jovani Morán","BOS",8.775000895690264,4.7250004822947576,1.85714286,1.3500001377985023,0.22608696,0.12173913,0.10434783,0.2,1.2750001301430298,0.22857142857142856,0.78231293,87.07237760166065,115.85642993983376,105.43412000438734,3.7125003789458813,4.78356206952596,-1.0710616905800787,4.3601536705572705,4.224618892472689,"Jovani Moran",20422,663558
"Chris Roycroft","- - -",5.040000390529663,2.8800002231598074,1.75,1.8000001394748797,0.12280702,0.07017544,0.05263158,0.2980769230769231,1.560000120878229,0.3058823529411765,0.79411765,111.11543999298493,136.33275972656858,105.96803441691233,4.680000362634687,5.776062104940431,-1.0960617423057437,4.3822578640016765,4.201592618398168,"Chris Roycroft",31261,688297
"Steven Matz","TBR",6.000000491738359,2.250000184401885,2.66666667,1.1250000922009424,0.16,0.06,0.1,0.1827956989247312,0.9583334118748769,0.1891891891891892,0.70707071,89.9822580027099,102.42620156397773,103.28353491317593,3.750000307336475,4.262728659560291,-0.512728352223816,4.271118896893862,4.162582506368636,"Steven Matz",13361,571927
"Dylan Lee","ATL",9.000001609325697,3.913044177967694,2.3,0.7826088355935389,0.22330097,0.09708738,0.12621359,0.27956989247311825,1.5652176711870778,0.35294117647058826,0.57228916,149.5017191817692,85.14343077296984,109.97663712034824,6.260870684748311,3.530844583718687,2.7300261010296243,4.629250186655812,4.156016815092503,"Dylan Lee",19996,669276
"Ryan Yarbrough","NYY",6.750000713509583,2.5312502675660937,2.66666667,0,0.18390805,0.06896552,0.11494253,0.2375,1.1718751238731915,0.296875,0.42307692,91.73218682432832,61.0432410152031,103.41713464774267,3.7968754013491406,2.580436842773628,1.2164385585755126,4.276649960127422,4.146663303790922,"Ryan Yarbrough",16502,642232
"Chad Patrick","MIL",9.29032439371833,4.935484834162863,1.88235294,0.5806452746073957,0.23880597,0.12686567,0.1119403,0.1875,1.2258066908378353,0.24358974358974358,0.89552239,49.028653231056566,95.46819094947472,110.90586191590572,2.0322584611258847,3.999287880000448,-1.9670294188745632,4.668323166975127,4.146115430327836,"Chad Patrick",30113,694477
"Victor Mederos","ATL",8.890245343508306,3.9512201526703588,2.25,0.32926834605586325,0.21774194,0.09677419,0.12096774,0.23853211009174313,1.3902441277914226,0.30864197530864196,0.70707071,102.21268282321762,78.17835601530263,116.84572129270454,4.280488498726222,3.2424033844137714,1.0380851143124508,4.91808835795878,4.142173435323195,"Victor Mederos",31533,682989
"Carmen Mlodzinski","PIT",6.536842433369407,2.557894865231507,2.55555556,0.5684210811625572,0.1796875,0.0703125,0.109375,0.1864406779661017,0.9789474175577373,0.21505376344086022,0.68493151,72.35133546930616,80.98101218516179,102.2622201710081,3.1263159463940644,3.4118513868125864,-0.28553544041852197,4.304866611144654,4.129297189474105,"Carmen Mlodzinski",27572,669387
