Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR,NameASCII,PlayerId,MLBAMID
"Zac Thornton","NYM",2,1,0,5,5,29,7.137931034482759,0.9310344827586207,2.1724137931034484,0.27710843373493976,0.87301587,0.325842696,0.170731707,92.73878100794605,4.0344827586206895,4.231880917583971,5.165027414519212,4.1587356278608585,0.07958358381063906,"Zac Thornton",33891,804267
"Grayson Rodriguez","LAA",1,3,0,6,6,34.2,7.269231102523029,2.596153965186796,1.298076982593398,0.3333333333333333,0.77777778,0.463636363,0.131578947,96.12922578699448,3.894230947780194,4.232819077377036,4.39413887987123,4.1718591682978445,0.3088915690256013,"Grayson Rodriguez",24492,680570
"AJ Smith-Shawver","ATL",0,2,0,3,3,12.1,8.027027233923505,5.837837988308004,2.918918994154002,0.3076923076923077,0.67010309,0.441860465,0.222222222,95.75633726728724,8.756756982462006,4.285112878143716,7.7176836380216685,5.701959830030182,-0.29243926322112934,"AJ Smith-Shawver",29960,700363
"Janson Junk","MIA",0,1,0,6,6,25.1,6.394737163078768,2.131579054359589,0.7105263514531964,0.2857142857142857,0.69536424,0.367088607,0.052631578,94.36422007320492,4.263158108719178,4.327869999871406,3.767114562539185,5.002416085809994,0.5678167601301055,"Janson Junk",23301,676083
"Jeffrey Springs","ATH",1,3,0,6,6,29,7.1379315039491,3.1034484799778697,1.8620690879867217,0.29411764705882354,0.60693642,0.4,0.166666666,91.3904323203891,6.827586655951313,4.343627546078239,5.440889637705556,4.622917653485381,0.05221160307164564,"Jeffrey Springs",17677,605488
"Jacob Lopez","ATH",1,1,0,6,6,29.1,8.284091268196594,3.0681819511839237,2.1477273658287466,0.3181818181818182,0.60773481,0.276595744,0.137254901,90.02337961098583,7.0568184877230244,4.385587484983076,5.482425637087551,5.001572884146939,0.08038817120357755,"Jacob Lopez",25098,682052
"Keider Montero","DET",0,1,0,4,4,17.1,6.750000123794265,3.1153846725204297,1.5576923362602149,0.32075471698113206,0.70175439,0.232142857,0.107142857,94.47094341077303,5.711538566287454,4.400681882123232,5.057600394790695,5.243188206684155,0.028645813627427498,"Keider Montero",22630,672456
"Cesar Perdomo","SFG",0,1,0,4,4,20.2,4.35483904460469,2.6129034267628137,1.3064517133814069,0.3,0.81395349,0.422535211,0.115384615,92.89515440614073,3.9193551401442206,4.474776932827287,4.886384615615316,4.896128116985769,0.08647837036390707,"Cesar Perdomo",30334,702885
"Michael King","SDP",4,1,0,6,6,36,7.75,3,0.5,0.29591836734693877,0.83710407,0.42,0.055555555,94.74273297503278,2.5,4.489646885519991,3.4293952306111657,4.2149178422159626,0.7649134511946567,"Michael King",19853,650633
"Sandy Alcantara","MIA",0,3,0,6,6,34.1,5.504854419901342,2.8834951723292748,1.5728155485432407,0.3103448275862069,0.66523605,0.383333333,0.117647058,97.40135447184245,6.291262194172963,4.493669688537535,5.280527936921223,5.248343078133261,0.0979845757848294,"Sandy Alcantara",18684,645261
