pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,miss_distance,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches,season
FS,2026-08-03,84.3,2.33,6.0,"Matsui, Yuki",694374,673513,,foul,,,,,5.0,,R,R,L,AZ,SD,S,,,1,2,2026,0.69,0.53,0.1300979879265371,2.1497731034645544,,,680728.0,1,6,Bot,,,,,,,-6.378427048834385,-122.57859566161837,-3.3323161997937776,8.241122724748406,26.601594258851335,-26.355944883952713,3.162959318,1.596259843,198.0,67.5,32.0,83.3,1332.0,5.9,825095,669134,664034,630105,823550,593428,650859,701538,665487,54.58,,,,,,,,45,4,Split-Finger,3,0,3,0,0,3,3,0,Standard,Standard,122.0,0.0,0.0,74.7,7.2,,,0.0,88.0,3,3,0.909,0.909,30,27,31,27,1,2,3.0,1.0,4.0,1.0,2.71,0.69,-0.69,49.8,13.60942207583887,-12.871221678474877,36.77987260549289,35.99265632646818,37.52494469561547,2026
FS,2026-08-03,84.0,2.08,6.12,"Matsui, Yuki",694374,673513,,swinging_strike_blocked,,,,,14.0,,R,R,L,AZ,SD,S,,,1,1,2026,0.85,0.37,0.1930226094462872,0.363298230502783,,,680728.0,1,6,Bot,,,,,,,-5.97356425643002,-122.040395610828,-7.35150880749504,9.659205428247567,23.00316845228119,-27.27831653261288,3.162959318,1.596259843,,,,83.5,1284.0,6.0,825095,669134,664034,630105,823550,593428,650859,701538,665487,54.54,,,,,,,,45,3,Split-Finger,3,0,3,0,0,3,3,0,Standard,Standard,129.0,-0.002,-0.067,71.4,8.5,20.534769456,,0.067,,3,3,0.911,0.911,30,27,31,27,1,2,3.0,1.0,4.0,1.0,2.86,0.85,-0.85,53.5,33.28088209526771,-46.37552014022868,43.20704779929034,37.57785775205063,62.44846960468528,2026
FF,2026-08-03,91.8,2.1,6.19,"Matsui, Yuki",694374,673513,,called_strike,,,,,12.0,,R,R,L,AZ,SD,S,,,1,0,2026,0.57,1.65,1.0870888254569642,2.940170040967376,,,680728.0,1,6,Bot,,,,,,,-3.7476191025890744,-133.60039518340776,-5.731101423301103,7.696663041490558,29.648010704022013,-11.405112465998313,3.162959318,1.596259843,,,,90.8,2508.0,5.7,825095,669134,664034,630105,823550,593428,650859,701538,665487,54.78,,,,,,,,45,2,4-Seam Fastball,3,0,3,0,0,3,3,0,Standard,Standard,157.0,-0.002,-0.045,,,,,0.045,,3,3,0.913,0.913,30,27,31,27,1,2,3.0,1.0,4.0,1.0,1.06,0.57,-0.57,48.7,,,,,,2026
FF,2026-08-03,92.1,2.05,6.19,"Matsui, Yuki",694374,673513,,ball,,,,,12.0,,R,R,L,AZ,SD,B,,,0,0,2026,0.57,1.55,1.3879474774799627,4.186274412850353,,,680728.0,1,6,Bot,,,,,,,-2.8723469617023083,-134.16873542626988,-2.4888794910843273,7.487814743667959,29.97875362086432,-13.18053772884029,3.162959318,1.596259843,,,,91.0,2471.0,5.6,825095,669134,664034,630105,823550,593428,650859,701538,665487,54.86,,,,,,,,45,1,4-Seam Fastball,3,0,3,0,0,3,3,0,Standard,Standard,155.0,0.001,0.034,,,,,-0.034,,3,3,0.912,0.912,30,27,31,27,1,2,3.0,1.0,4.0,1.0,1.14,0.57,-0.57,51.9,,,,,,2026
FF,2026-08-03,90.3,2.0,6.24,"Matsui, Yuki",680728,673513,force_out,hit_into_play,,,,,2.0,"Adrian Del Castillo ground bunts into a force out, pitcher Yuki Matsui to shortstop Xander Bogaerts. Nolan Arenado out at 2nd. Adrian Del Castillo to 1st.",R,L,L,AZ,SD,X,1.0,ground_ball,0,0,2026,0.66,1.42,0.1736987662761854,3.0133118751983337,,,571448.0,0,6,Bot,129.23,189.56,,,,,-5.85194386119197,-131.31142058936953,-4.8487280649073465,8.964086937656406,30.013283424160544,-14.965826487757823,3.090994095,1.559940945,5.0,28.6,-31.0,89.0,2370.0,5.7,825095,669134,664034,630105,823550,593428,650859,701538,665487,54.8,0.245,0.22,0.0,1.0,0.0,0.0,1.0,44,1,4-Seam Fastball,3,0,3,0,0,3,3,0,Strategic,Standard,159.0,-0.011,-0.024,,,,0.245,0.024,88.0,3,3,0.923,0.923,30,26,31,27,1,2,3.0,1.0,4.0,35.0,1.4,0.66,0.66,50.0,,,,,,2026
FF,2026-07-31,91.3,1.85,5.94,"Matsui, Yuki",646240,673513,field_out,hit_into_play,,,,,5.0,Rafael Devers flies out sharply to right fielder Fernando Tatis Jr.,R,L,L,SD,SF,X,9.0,fly_ball,3,2,2026,0.32,1.71,0.2052021713158124,2.6592921739977835,,,,2,4,Top,169.5,91.76,,,,,-4.765992889560059,-132.7822976028468,-5.872343843396095,4.796471071925905,28.922850954041134,-10.878488611358277,3.217372047,1.623720472,328.0,101.1,48.0,90.7,2534.0,6.0,823272,666023,664034,650859,592518,593428,687749,701538,665487,54.48,0.014,0.018,0.0,1.0,0.0,0.0,3.0,29,10,4-Seam Fastball,3,0,0,3,0,3,0,3,Infield shade,Standard,159.0,0.011,-0.306,70.2,7.3,,0.033,0.306,101.1,3,-3,0.849,0.151,30,29,31,30,2,1,5.0,1.0,3.0,1.0,1.03,0.32,0.32,56.6,27.40097498593496,-10.341700703591606,33.92889373607444,27.164522219444677,39.285353375849006,2026
FF,2026-07-31,92.2,1.89,5.95,"Matsui, Yuki",646240,673513,,foul,,,,,11.0,,R,L,L,SD,SF,S,,,3,2,2026,0.16,1.46,-0.1879307409975485,3.427626860274941,,,,2,4,Top,,,,,,,-5.533651067201064,-134.1364006283443,-3.619599133401247,3.1620853143423022,29.174741405702708,-13.937256232633938,3.217372047,1.623720472,105.0,88.8,73.0,91.6,2516.0,6.0,823272,666023,664034,650859,592518,593428,687749,701538,665487,54.52,,,,,,,,29,9,4-Seam Fastball,3,0,0,3,0,3,0,3,Infield shade,Standard,161.0,0.0,0.0,67.4,6.8,,,0.0,88.8,3,-3,0.849,0.151,30,29,31,30,2,1,5.0,1.0,3.0,1.0,1.22,0.16,0.16,53.7,13.013063596235932,8.5536870546537,22.46688722692691,34.0957988682295,29.677913332893247,2026
SL,2026-07-31,84.5,1.77,6.02,"Matsui, Yuki",646240,673513,,foul,,,,,5.0,,R,L,L,SD,SF,S,,,3,2,2026,-0.31,-0.09,-0.0953952136839665,2.3579521792523837,,,,2,4,Top,,,,,,,-3.620323549666991,-123.05203715809076,-1.8054658568866988,-2.481356850984758,22.826514303021863,-32.99175650084777,3.217372047,1.623720472,170.0,64.8,54.0,84.0,2826.0,5.8,823272,666023,664034,650859,592518,593428,687749,701538,665487,54.72,,,,,,,,29,8,Slider,3,0,0,3,0,3,0,3,Infield shade,Standard,285.0,0.0,0.0,71.4,7.3,,,0.0,88.0,3,-3,0.849,0.151,30,29,31,30,2,1,5.0,1.0,3.0,1.0,3.26,-0.31,-0.31,56.9,2.139310651913071,0.2564880557548014,28.4191408916132,30.950639740053056,30.287378224711937,2026
FS,2026-07-31,83.6,2.06,5.93,"Matsui, Yuki",646240,673513,,foul,,,,,14.0,,R,L,L,SD,SF,S,,,2,2,2026,0.63,0.11,1.1899057328756304,1.6852208036395475,,,,2,4,Top,,,,,,,-3.227017591477676,-121.7936855364719,-3.372651198718932,6.856813177828617,23.09998098933513,-30.62198588509019,3.217372047,1.623720472,214.0,90.4,63.0,83.7,1119.0,6.2,823272,666023,664034,650859,592518,593428,687749,701538,665487,54.31,,,,,,,,29,6,Split-Finger,3,0,0,3,0,3,0,3,Infield shade,Standard,132.0,0.0,0.0,68.6,7.9,,,0.0,90.4,3,-3,0.852,0.148,30,29,31,30,2,1,5.0,1.0,3.0,1.0,3.13,0.63,0.63,60.4,17.75412256393958,-34.60218292423231,38.27929338449497,16.330966563774098,44.47272284646034,2026
FF,2026-07-31,92.2,1.81,5.95,"Matsui, Yuki",646240,673513,,foul,,,,,11.0,,R,L,L,SD,SF,S,,,2,2,2026,0.43,1.57,-1.111064006944378,2.5077703708474246,,,,2,4,Top,,,,,,,-8.241283526329436,-133.98570979566998,-6.154872766816386,6.980998448401097,29.225342721562,-12.070243788642196,3.217372047,1.623720472,44.0,76.1,26.0,91.9,2576.0,6.2,823272,666023,664034,650859,592518,593428,687749,701538,665487,54.3,,,,,,,,29,5,4-Seam Fastball,3,0,0,3,0,3,0,3,Infield shade,Standard,155.0,0.0,0.0,69.1,7.4,,,0.0,88.0,3,-3,0.852,0.148,30,29,31,30,2,1,5.0,1.0,3.0,1.0,1.12,0.43,0.43,58.0,3.138572379504192,17.967700153051908,25.125799053761185,45.435816375619815,19.396624830266653,2026
FF,2026-07-31,87.6,1.62,5.85,"Matsui, Yuki",646240,673513,,ball,,,,,13.0,,R,L,L,SD,SF,B,,,1,2,2026,0.33,1.68,-0.8495688577113122,0.2643475671873831,,,,2,4,Top,,,,,,,-6.548057914528904,-127.08204274880264,-10.513998054668324,4.9246735886635875,25.26253480574961,-12.0224442484291,3.217372047,1.623720472,,,,87.2,2314.0,6.1,823272,666023,664034,650859,592518,593428,687749,701538,665487,54.36,,,,,,,,29,4,4-Seam Fastball,3,0,0,3,0,3,0,3,Infield shade,Standard,157.0,-0.002,0.041,,,,,-0.041,,3,-3,0.854,0.146,30,29,31,30,2,1,5.0,1.0,3.0,1.0,1.31,0.33,0.33,57.8,,,,,,2026
FF,2026-07-31,91.8,1.83,5.94,"Matsui, Yuki",646240,673513,,foul,,,,,2.0,,R,L,L,SD,SF,S,,,1,1,2026,0.4,1.55,-0.2273487099442236,3.2745571671413147,,,,2,4,Top,,,,,,,-5.995863799568462,-133.66526089258113,-4.141442463985102,6.086507804277771,27.39644154059554,-12.807112606913252,3.217372047,1.623720472,172.0,79.5,14.0,91.4,2530.0,5.9,823272,666023,664034,650859,592518,593428,687749,701538,665487,54.6,,,,,,,,29,3,4-Seam Fastball,3,0,0,3,0,3,0,3,Infield shade,Standard,155.0,0.003,-0.064,73.4,7.3,,,0.064,88.0,3,-3,0.851,0.149,30,29,31,30,2,1,5.0,1.0,3.0,1.0,1.14,0.4,0.4,58.5,12.71974452962636,7.1407668262995365,28.187684889345245,34.30019294461775,25.006307492677415,2026
FS,2026-07-31,84.3,2.03,5.94,"Matsui, Yuki",646240,673513,,ball,,,,,14.0,,R,L,L,SD,SF,B,,,0,1,2026,0.71,0.01,1.1745999967355356,0.3954884235212734,,,,2,4,Top,,,,,,,-3.3740418448354266,-122.76780214576353,-6.3235918127242865,7.841434891459999,21.7103174372732,-31.08399896195915,3.217372047,1.623720472,,,,84.3,1139.0,6.0,823272,666023,664034,650859,592518,593428,687749,701538,665487,54.51,,,,,,,,29,2,Split-Finger,3,0,0,3,0,3,0,3,Infield shade,Standard,129.0,-0.001,0.03,,,,,-0.03,,3,-3,0.852,0.148,30,29,31,30,2,1,5.0,1.0,3.0,1.0,3.16,0.71,0.71,53.3,,,,,,2026
SL,2026-07-31,85.6,1.89,5.93,"Matsui, Yuki",646240,673513,,called_strike,,,,,8.0,,R,L,L,SD,SF,S,,,0,0,2026,-0.46,0.14,-0.2266454766983474,1.534636309613877,,,,2,4,Top,,,,,,,-3.943988107070658,-124.77613189139647,-4.227089193276215,-4.184718328930411,22.266953773521863,-30.08045601953475,3.217372047,1.623720472,,,,85.4,2736.0,5.8,823272,666023,664034,650859,592518,593428,687749,701538,665487,54.69,,,,,,,,29,1,Slider,3,0,0,3,0,3,0,3,Infield shade,Standard,245.0,0.001,-0.045,,,,,0.045,,3,-3,0.851,0.149,30,29,31,30,2,1,5.0,1.0,3.0,1.0,2.93,-0.46,-0.46,55.7,,,,,,2026
FF,2026-07-31,91.3,1.69,5.98,"Matsui, Yuki",805811,673513,field_out,hit_into_play,,,,,4.0,"Bryce Eldridge grounds out sharply, shortstop Xander Bogaerts to first baseman Ty France.",R,L,L,SD,SF,X,6.0,ground_ball,2,1,2026,0.26,1.61,-0.4158688423351361,2.421354334317888,,,,1,4,Top,127.93,144.99,,,,,-5.763685419726914,-132.77834558912622,-6.321349645344841,4.293782265207263,29.23860334744688,-11.9500419360867,3.541215551,1.787155512,62.0,102.0,2.0,90.7,2544.0,6.0,823272,666023,664034,650859,592518,593428,687749,701538,665487,54.48,0.54,0.515,0.0,1.0,0.0,0.0,4.0,28,4,4-Seam Fastball,3,0,0,3,0,3,0,3,Infield shade,Standard,159.0,0.018,-0.308,69.9,6.9,,0.64,0.308,102.0,3,-3,0.833,0.167,30,21,31,22,1,1,5.0,1.0,3.0,1.0,1.13,0.26,0.26,52.8,-2.715241391152708,3.4986974249431624,37.110529699576695,39.53697302174433,22.318820343147408,2026
FF,2026-07-31,92.5,1.75,6.04,"Matsui, Yuki",805811,673513,,ball,,,,,11.0,,R,L,L,SD,SF,B,,,1,1,2026,0.15,1.72,-0.5413829130778656,4.039665001377488,,,,1,4,Top,,,,,,,-6.030259922493053,-134.591965188961,-2.9182306712085997,3.1261674091795677,30.040467520379504,-10.809493023193046,3.541215551,1.787155512,,,,91.6,2665.0,5.8,823272,666023,664034,650859,592518,593428,687749,701538,665487,54.66,,,,,,,,28,3,4-Seam Fastball,3,0,0,3,0,3,0,3,Infield shade,Standard,160.0,-0.004,0.056,,,,,-0.056,,3,-3,0.837,0.163,30,21,31,22,1,1,5.0,1.0,3.0,1.0,0.95,0.15,0.15,60.1,,,,,,2026
SL,2026-07-31,84.5,1.74,5.95,"Matsui, Yuki",805811,673513,,ball,,,,,13.0,,R,L,L,SD,SF,B,,,0,1,2026,-0.45,-0.32,-1.4631082742948482,0.3362731093766569,,,,1,4,Top,,,,,,,-6.396330821195168,-122.93862804611102,-5.780715639183857,-3.3390136303892417,23.770936392206476,-34.495897951929145,3.541215551,1.787155512,,,,84.0,2948.0,5.9,823272,666023,664034,650859,592518,593428,687749,701538,665487,54.6,,,,,,,,28,2,Slider,3,0,0,3,0,3,0,3,Infield shade,Standard,321.0,-0.001,0.032,,,,,-0.032,,3,-3,0.838,0.162,30,21,31,22,1,1,5.0,1.0,3.0,1.0,3.51,-0.45,-0.45,58.1,,,,,,2026
SL,2026-07-31,85.7,1.85,5.95,"Matsui, Yuki",805811,673513,,called_strike,,,,,6.0,,R,L,L,SD,SF,S,,,0,0,2026,-0.46,0.11,0.4476074577941829,2.430129611736126,,,,1,4,Top,,,,,,,-2.318197046851884,-124.9323960517503,-2.1501525194936435,-4.429920344603873,22.053634979309333,-30.81608257536004,3.541215551,1.787155512,,,,85.7,2787.0,5.9,823272,666023,664034,650859,592518,593428,687749,701538,665487,54.62,,,,,,,,28,1,Slider,3,0,0,3,0,3,0,3,Infield shade,Standard,265.0,0.002,-0.041,,,,,0.041,,3,-3,0.836,0.164,30,21,31,22,1,1,5.0,1.0,3.0,1.0,2.95,-0.46,-0.46,56.9,,,,,,2026
FF,2026-07-31,92.0,2.17,5.95,"Matsui, Yuki",671218,673513,field_out,hit_into_play,,,,,6.0,Heliot Ramos lines out to center fielder Jackson Merrill.,R,R,L,SD,SF,X,8.0,line_drive,3,2,2026,0.49,1.56,0.6694660523326498,2.101683831358566,,,,0,4,Top,115.04,80.29,,,,,-4.79325368793486,-133.69020508173,-7.006718791391957,6.978213726654632,31.476166540619666,-12.102192161264256,3.18402231,1.606889764,297.0,84.0,27.0,90.7,2582.0,5.8,823272,666023,664034,650859,592518,593428,687749,701538,665487,54.71,0.117,0.146,0.0,1.0,0.0,0.0,3.0,27,7,4-Seam Fastball,3,0,0,3,0,3,0,3,Strategic,Standard,150.0,0.028,-0.346,73.0,7.4,,0.213,0.346,88.0,3,-3,0.808,0.192,30,26,31,27,1,1,5.0,1.0,3.0,1.0,1.16,0.49,-0.49,49.2,15.062679606661778,1.99469472630452,30.4692959674233,46.79331283069919,30.563887975821373,2026
SL,2026-07-31,83.8,1.86,5.96,"Matsui, Yuki",671218,673513,,ball,,,,,13.0,,R,R,L,SD,SF,B,,,2,2,2026,-0.33,-0.15,-0.5225508054432396,1.3835329370674412,,,,0,4,Top,,,,,,,-4.728608780328605,-121.92100907811415,-3.5640246115709227,-2.3569829927983053,24.726355163189226,-33.13189888829291,3.18402231,1.606889764,,,,83.0,2954.0,5.8,823272,666023,664034,650859,592518,593428,687749,701538,665487,54.67,,,,,,,,27,6,Slider,3,0,0,3,0,3,0,3,Strategic,Standard,300.0,-0.009,0.113,,,,,-0.113,,3,-3,0.817,0.183,30,26,31,27,1,1,5.0,1.0,3.0,1.0,3.4,-0.33,0.33,53.0,,,,,,2026
FS,2026-07-31,84.9,2.05,6.01,"Matsui, Yuki",671218,673513,,foul,,,,,14.0,,R,R,L,SD,SF,S,,,2,2,2026,0.82,-0.05,1.025579766652864,1.56977792375576,,,,0,4,Top,,,,,,,-3.993779185652637,-123.71597760422075,-3.7732642592556456,9.164600046724146,22.651297708594523,-32.17048084701161,3.18402231,1.606889764,5.0,64.1,-18.0,84.5,1252.0,5.8,823272,666023,664034,650859,592518,593428,687749,701538,665487,54.73,,,,,,,,27,5,Split-Finger,3,0,0,3,0,3,0,3,Strategic,Standard,131.0,0.0,0.0,68.1,8.0,,,0.0,88.0,3,-3,0.817,0.183,30,26,31,27,1,1,5.0,1.0,3.0,1.0,3.18,0.82,-0.82,53.0,14.287132290859288,-4.0013799417892075,31.716605617837967,50.51799574975513,31.520787175535116,2026
FF,2026-07-31,93.0,1.86,6.07,"Matsui, Yuki",671218,673513,,ball,,,,,12.0,,R,R,L,SD,SF,B,,,1,2,2026,0.18,1.7,0.5619696782743764,4.115519338814152,,,,0,4,Top,,,,,,,-3.6609089374171457,-135.36299029519364,-2.8218225563851087,3.018315637169691,30.766830283804893,-10.939322101452824,3.18402231,1.606889764,,,,92.1,2615.0,5.8,823272,666023,664034,650859,592518,593428,687749,701538,665487,54.65,,,,,,,,27,4,4-Seam Fastball,3,0,0,3,0,3,0,3,Strategic,Standard,152.0,-0.004,0.046,,,,,-0.046,,3,-3,0.821,0.179,30,26,31,27,1,1,5.0,1.0,3.0,1.0,0.95,0.18,-0.18,53.9,,,,,,2026
FS,2026-07-31,84.1,2.11,5.97,"Matsui, Yuki",671218,673513,,ball,,,,,14.0,,R,R,L,SD,SF,B,,,0,2,2026,0.91,0.18,0.7866369128861121,0.9574296326824858,,,,0,4,Top,,,,,,,-4.811587492636344,-122.33894067490893,-5.306997800335374,10.116923237138703,23.982331828479328,-29.47817033548357,3.18402231,1.606889764,,,,83.4,1446.0,5.8,823272,666023,664034,650859,592518,593428,687749,701538,665487,54.67,,,,,,,,27,3,Split-Finger,3,0,0,3,0,3,0,3,Strategic,Standard,125.0,-0.002,0.022,,,,,-0.022,,3,-3,0.823,0.177,30,26,31,27,1,1,5.0,1.0,3.0,1.0,3.04,0.91,-0.91,53.6,,,,,,2026
FF,2026-07-31,92.0,1.84,5.99,"Matsui, Yuki",671218,673513,,foul,,,,,1.0,,R,R,L,SD,SF,S,,,0,1,2026,0.16,1.59,-0.6058570130729859,2.7030612127936138,,,,0,4,Top,,,,,,,-6.423044174177392,-133.82944207504636,-5.733925265587063,3.2935460185103067,29.47580786832523,-12.045565429845292,3.18402231,1.606889764,200.0,78.0,63.0,91.3,2544.0,5.9,823272,666023,664034,650859,592518,593428,687749,701538,665487,54.55,,,,,,,,27,2,4-Seam Fastball,3,0,0,3,0,3,0,3,Strategic,Standard,156.0,0.006,-0.054,83.8,6.9,,,0.054,88.0,3,-3,0.817,0.183,30,26,31,27,1,1,5.0,1.0,3.0,1.0,1.11,0.16,-0.16,52.9,15.861086122629828,-13.196228558503432,39.24815234198614,32.422648964404104,28.777879366506884,2026
SL,2026-07-31,83.0,1.94,6.0,"Matsui, Yuki",671218,673513,,called_strike,,,,,9.0,,R,R,L,SD,SF,S,,,0,0,2026,-0.28,-0.19,0.5688562392376169,1.79066612587769,,,,0,4,Top,,,,,,,-2.5095994478790944,-120.92917023784231,-2.559342680294379,-2.253378573096763,23.52031671478089,-33.74830478797207,3.18402231,1.606889764,,,,82.3,2821.0,5.7,823272,666023,664034,650859,592518,593428,687749,701538,665487,54.75,,,,,,,,27,1,Slider,3,0,0,3,0,3,0,3,Strategic,Standard,294.0,0.003,-0.041,,,,,0.041,,3,-3,0.814,0.186,30,26,31,27,1,1,5.0,1.0,3.0,1.0,3.49,-0.28,0.28,51.1,,,,,,2026
SL,2026-07-31,82.7,1.81,5.95,"Matsui, Yuki",650333,673513,strikeout,swinging_strike,,,,,1.0,Luis Arraez strikes out swinging.,R,L,L,SD,SF,S,2.0,,2,2,2026,-0.51,-0.33,-0.3984873964277871,3.100806789098531,,,683766.0,2,3,Top,,,,,,,-3.913779071743483,-120.35583309779749,0.8346959157828919,-4.217468201349575,23.419994617538357,-35.74533144385668,3.124343832,1.576771654,,,,82.0,2865.0,5.8,823272,666023,664034,650859,592518,593428,687749,701538,665487,54.71,,0.0,0.0,1.0,0.0,0.0,,22,6,Slider,2,0,0,2,0,2,0,2,Strategic,Standard,299.0,0.02,-0.247,50.8,4.4,1.63783356,,0.247,,2,-2,0.744,0.256,30,29,31,29,1,1,5.0,1.0,3.0,2.0,3.66,-0.51,-0.51,50.8,-14.137855903123151,38.34673134370735,32.283502625486705,38.14097115332944,13.888447122011216,2026
FS,2026-07-31,84.9,1.96,5.96,"Matsui, Yuki",650333,673513,,foul,,,,,14.0,,R,L,L,SD,SF,S,,,2,2,2026,0.7,0.28,0.0127843950554152,0.9301211368630432,,,683766.0,2,3,Top,,,,,,,-5.880828840619008,-123.46507472768548,-5.709328004149004,8.283518625802191,24.210293615235265,-28.406443120627067,3.124343832,1.576771654,3.0,81.1,-21.0,84.4,1197.0,6.0,823272,666023,664034,650859,592518,593428,687749,701538,665487,54.55,,,,,,,,22,5,Split-Finger,2,0,0,2,0,2,0,2,Strategic,Standard,131.0,0.0,0.0,62.3,6.6,,,0.0,88.0,2,-2,0.744,0.256,30,29,31,29,1,1,5.0,1.0,3.0,2.0,2.89,0.7,0.7,58.0,-3.0419458850554784,-22.894319588607143,53.60352550874409,32.45192279005386,41.92172585192567,2026
SL,2026-07-31,84.5,1.82,5.94,"Matsui, Yuki",650333,673513,,called_strike,,,,,9.0,,R,L,L,SD,SF,S,,,2,1,2026,-0.36,-0.1,0.2850774870901187,1.5970086095711546,,,683766.0,2,3,Top,,,,,,,-2.794374659095976,-123.21732662012565,-3.4144971458837237,-3.208669446584217,20.869328250831227,-32.85648322207339,3.124343832,1.576771654,,,,84.8,2742.0,6.0,823272,666023,664034,650859,592518,593428,687749,701538,665487,54.49,,,,,,,,22,4,Slider,2,0,0,2,0,2,0,2,Standard,Standard,260.0,0.005,-0.071,,,,,0.071,,2,-2,0.739,0.261,30,29,31,29,1,1,5.0,1.0,3.0,2.0,3.25,-0.36,-0.36,51.8,,,,,,2026
SL,2026-07-31,86.2,1.95,5.94,"Matsui, Yuki",650333,673513,,blocked_ball,,,,,13.0,,R,L,L,SD,SF,B,,,1,1,2026,-0.33,0.28,-0.7054709181609286,0.7634389653692666,,,683766.0,2,3,Top,,,,,,,-5.490505392164464,-125.52742029569258,-6.430308922105329,-2.602378106468356,21.886842396890597,-28.229911887605446,3.124343832,1.576771654,,,,86.0,2855.0,5.8,823272,666023,664034,650859,592518,593428,687749,701538,665487,54.68,,,,,,,,22,3,Slider,2,0,0,2,0,2,0,2,Standard,Standard,235.0,-0.003,0.054,,,,,-0.054,,2,-2,0.742,0.258,30,29,31,29,1,1,5.0,1.0,3.0,2.0,2.75,-0.33,-0.33,54.4,,,,,,2026
SL,2026-07-31,82.9,1.94,5.92,"Matsui, Yuki",650333,673513,,called_strike,,,,,5.0,,R,L,L,SD,SF,S,,,1,0,2026,-0.47,-0.3,0.1506977385620253,2.4492482284466917,,,683766.0,2,3,Top,,,,,,,-3.0834451996399808,-120.78060002916185,-0.711864794615005,-4.046364742390499,21.636878034492703,-35.172989745188765,3.124343832,1.576771654,,,,82.5,2856.0,5.8,823272,666023,664034,650859,592518,593428,687749,701538,665487,54.71,,,,,,,,22,2,Slider,2,0,0,2,0,2,0,2,Standard,Standard,291.0,0.003,-0.05,,,,,0.05,,2,-2,0.739,0.261,30,29,31,29,1,1,5.0,1.0,3.0,2.0,3.58,-0.47,-0.47,51.3,,,,,,2026
FF,2026-07-31,91.8,1.78,6.08,"Matsui, Yuki",650333,673513,,ball,,,,,11.0,,R,L,L,SD,SF,B,,,0,0,2026,0.05,1.6,-0.6232845750272793,3.686886757180907,,,683766.0,2,3,Top,,,,,,,-6.052520391404397,-133.53474326690156,-3.4823084982918244,2.011393809795695,29.97598596716842,-12.544799020712944,3.124343832,1.576771654,,,,90.8,2427.0,5.8,823272,666023,664034,650859,592518,593428,687749,701538,665487,54.7,,,,,,,,22,1,4-Seam Fastball,2,0,0,2,0,2,0,2,Standard,Standard,161.0,-0.002,0.038,,,,,-0.038,,2,-2,0.741,0.259,30,29,31,29,1,1,5.0,1.0,3.0,2.0,1.12,0.05,0.05,52.2,,,,,,2026
SL,2026-07-31,86.1,1.87,6.03,"Matsui, Yuki",683766,673513,single,hit_into_play,,,,,7.0,"Christian Koss singles on a ground ball to left fielder Jase Bowen, deflected by third baseman Manny Machado.",R,R,L,SD,SF,X,5.0,ground_ball,0,1,2026,-0.44,0.22,-0.4628365900195284,1.8953018220415363,,,,2,3,Top,80.78,111.02,,,,,-4.510397771078238,-125.42991942390192,-3.8743786591014895,-3.944919274309002,21.84454977660797,-29.333263319925404,3.254232283,1.642322835,83.0,97.7,4.0,85.9,2855.0,5.8,823272,666023,664034,650859,592518,593428,687749,701538,665487,54.73,0.5,0.46,0.9,1.0,1.0,0.0,4.0,21,2,Slider,2,0,0,2,0,2,0,2,Standard,Standard,276.0,-0.015,0.374,61.9,7.0,,0.548,-0.374,97.7,2,-2,0.756,0.244,30,28,31,28,1,0,5.0,1.0,3.0,1.0,2.81,-0.44,0.44,55.3,10.362567919464684,-0.7372102557636864,31.929660173100903,32.87684773616576,31.950091108756173,2026
